tweet_text,tweet_category,tweet_topics,tweet_location,tweet_state,tweet_region,user_gender,retweet_count,tweet_date,tweet_time,day_of_week
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/qZuB7BlvJh,Finance,Other,South Carolina,SC,South,male,NULL,2014-12-27,23,Saturday
My #NewYearsResolution is to get in shape by eating more pizza,Humor,Humor about Health and Fitness Resolutions,los angeles,CA,West,female,NULL,2014-12-27,23,Saturday
2014 was light years better than 2013 &amp; now I must make 2015 better than 2014... Game on #NewYearsResolution,Personal Growth,Make better decisions,"Richmond,VA",VA,South,male,NULL,2014-12-27,23,Saturday
#NewYearsResolution  Don't be afraid to make decisions and take risks,Personal Growth,Be more positive,"California ",CA,West,female,NULL,2014-12-27,23,Saturday
"#NewYearsResolution  walking 1000 miles. Starting right after I finish school, and running to Washington.",Health & Fitness,Excersize More,"Tacoma,WA",WA,West,male,NULL,2014-12-27,23,Saturday
@nezzness new year new me #NewYearsResolution,Personal Growth,Be more positive,"San Jose, CA",CA,West,male,NULL,2014-12-27,23,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/hhCvMtdBDk,Finance,Save money,"hampton ",VA,South,female,NULL,2014-12-27,23,Saturday
"""@WWF: I will NEVER buy something that was once part of a living #tiger. #NewYearsResolution http://t.co/FSjBibOMnh"" @BeastnamedTiger",Personal Growth,Be more positive,New York,NY,Northeast,female,NULL,2014-12-28,0,Sunday
"""@WWF: I will NEVER buy something that was once part of a living #tiger. #NewYearsResolution http://t.co/KKBSkMKyUj"" I MIGHT",Personal Growth,Improve my attitude,Minneapolis,MN,Midwest,male,NULL,2014-12-28,0,Sunday
Got my workout journal and pumped for January!!! @blogilates #2015 #NewYearsResolution http://t.co/wu0ovpsd4A,Health & Fitness,Stop/Quit Drinking,"Levittown, PA",PA,Northeast,female,NULL,2014-12-28,0,Sunday
"‰ÛÏ@WWF: I will NEVER buy something that was once part of a living #tiger. #NewYearsResolution http://t.co/JMhAZSP4hi‰Û never have, never will",Philanthropic,Other,Green Mountain NC,NC,South,female,NULL,2014-12-28,0,Sunday
"You know... So what if people are going to say new year, new me. At least they are being positive_Ù÷Î #NewYearsResolution",Personal Growth,Be more positive,Atlanta,GA,South,female,NULL,2014-12-28,0,Sunday
#NewYearsResolution go huntin for the first time!,Recreation & Leisure,Spend more time outside,New Orleans,LA,South,female,NULL,2014-12-28,1,Sunday
#NewYearsResolution lose weight :c,Health & Fitness,Lose weight,New Orleans,LA,South,female,NULL,2014-12-28,1,Sunday
My #NewYearsResolution is to find me a good woman &amp; make her my wife!,Family/Friends/Relationships,Find a Girlfriend,"From Gary, Indiana",IN,Midwest,male,NULL,2014-12-28,1,Sunday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/22AllyJaLi,Finance,Invest for retirement,El Segundo,CA,West,male,NULL,2014-12-28,1,Sunday
#NewYearsResolution 20151. Limited English2. Fitness (min. 4 days/week)3. Proactive about making German friends4. Less judgemental,Personal Growth,Be more positive,"Bloomington, IN",IN,Midwest,male,NULL,2014-12-28,2,Sunday
"I actively set out to gain weight this holiday season, I want to get buff for my new years resolution and need a base. #NewYearsResolution",Health & Fitness,Quit smoking,Mississippi,MS,South,male,NULL,2014-12-28,2,Sunday
RT @1967BoldWriter: 2015 is almost here. My #NewYearsResolution is getting my four written #picturebooks published! Researching #publishers‰Û_,Personal Growth,Respect Others,West Virginia,WV,South,female,NULL,2014-12-28,3,Sunday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/WerfWr7anr,Finance,Other,"Frankfort, KY",KY,South,female,NULL,2014-12-28,3,Sunday
RT @sambirmingham2: I really need to start going gym properly in the new year #NewYearsResolution,Health & Fitness,Improve my body,Newport,OR,West,male,NULL,2014-12-28,3,Sunday
"#NewYearsResolution: Wag more, bark less!",Personal Growth,Be more friendly,"Arlington, TX",TX,South,female,NULL,2014-12-28,4,Sunday
Is it New Year's already? Time for me to start making resolutions I'm not going to keep again.#NewYearsResolution,Humor,Humor about not Keeping Resolutions,"Hagerstown, MD",MD,South,male,NULL,2014-12-28,4,Sunday
I need to step up my productivity level in 2015. #NewYearsResolution,Personal Growth,Be more positive,NYC,NY,Northeast,female,NULL,2014-12-28,4,Sunday
#NewYearsResolution Try &amp; meet @K8JCV (Josh Cuthbert Mum) &amp; just thank her for everything she has done for me.She means the _ÙÎ to me. _ÙÕ__ÙÕÏ,Family/Friends/Relationships,Make new friends,New York City Wity Shannon‰_•ü,NY,Northeast,female,NULL,2014-12-28,4,Sunday
#NewYearsResolution get my band signed to @FueledByRamen :) #jointhefamily,Career,Other,"Atlanta, GA",GA,South,male,NULL,2014-12-28,4,Sunday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/ohtZKuHPs3,Finance,Cash in on my stock options,"Garland,Texas",TX,South,female,NULL,2014-12-28,4,Sunday
RT @tanishalong: My biggest #NewYearsResolution is to never let myself remain in a situation where I feel like I'm not be respected or valu‰Û_,Personal Growth,Be More Confident,"Denver, CO",CO,West,female,NULL,2014-12-28,4,Sunday
My new year resolution: publish three of my titles. #NewYearsResolution #celebration #NewYearsEve #2015resolutions,Career,Get a new job,"Los Angeles, CA",CA,West,female,NULL,2014-12-28,5,Sunday
"My new year resolution is work hard in life, my responsibility and hope da world be in peace.. #NewYearsResolution",Personal Growth,Appreciate what I have,"Memphis,TN",TN,South,male,NULL,2014-12-28,5,Sunday
@debgalant #NewYearsResolution be more relaxed,Personal Growth,Improve my attitude,"Cary, NC",NC,South,female,NULL,2014-12-28,5,Sunday
Make today Count! you will never get this day back #youonlyliveonce #success #StriveForGreatness #NewYearsResolution,Personal Growth,Other,"New Milford, CT",CT,Northeast,male,NULL,2014-12-28,6,Sunday
"rhyme ""difazio"" with ""deblasio"" in all of my verses #NewYearsResolution",Humor,Humor about not Resolutions in general,Virginia,VA,South,male,NULL,2014-12-28,6,Sunday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/L18oIxQ381,Finance,Cash in on my stock options,"Orange County, CA",CA,West,female,NULL,2014-12-28,6,Sunday
"In 2015, I resolve to never use the word ""bae."" #NewYearsResolution",Humor,Humor about Health and Fitness Resolutions,Washington DC,DC,South,male,NULL,2014-12-28,6,Sunday
#NewYearsResolution #LoveWriteLive better and more often.,Personal Growth,Acheive My Goals,"Nashville, Tennessee",TN,South,female,NULL,2014-12-28,6,Sunday
Stress stinks......it causes so many problems! Going to focus on how to un stress and get fit! #NewYearsResolution #GetFitNaturally #stessed,Health & Fitness,Improve my body,AZ,AZ,West,female,NULL,2014-12-28,6,Sunday
Be the best possible version of yourself and never settle. #begreat #bebettereveryday #NewYearsResolution,Personal Growth,Be more positive,"columbus, ohio",OH,Midwest,male,NULL,2014-12-28,7,Sunday
RT @tyarnold18: Be the best possible version of yourself and never settle. #begreat #bebettereveryday #NewYearsResolution,Personal Growth,Focus on my self,"Columbus, Ohio",OH,Midwest,female,NULL,2014-12-28,7,Sunday
I would rather die of passion than of boredom. ~Vincent van Gogh #NewYear #GoalsFor2015 #NewYearsResolution,Personal Growth,Improve my attitude,Austin,TX,South,female,NULL,2014-12-28,7,Sunday
My goal for 2015 ...to be the best version of myself. If I can do that everything else will fall in place. #2015 #NewYearsResolution,Personal Growth,Be more positive,High Point NC,NC,South,female,NULL,2014-12-28,7,Sunday
"#NewYearsResolution : when someone sends me a calendar invite covering the time they are on vacation, I'm going to accept then tag along.",Family/Friends/Relationships,Make more time for friends,"Richmond, VA",VA,South,male,NULL,2014-12-28,7,Sunday
#NewYearsResolution = waste of time. I set goals &amp; make a plan to achieve those goals. http://t.co/aWH4JNYLr0,Personal Growth,Acheive My Goals,"New York State ",NY,Northeast,female,NULL,2014-12-28,8,Sunday
"I'm gonna make the ""see you next year"" joke as much as possible. #NewYearsResolution",Humor,Humor about Education/Training Resolutions,"San Jose, CA",CA,West,male,NULL,2014-12-28,8,Sunday
"Make a #NewYearsResolution to Keep in Touch ... like, with pen and ink! :) #Peace Sun #NoteCards @FlawnOcho... http://t.co/kreGB1GCxr",Family/Friends/Relationships,Be better at keeping in touch with loved ones or friends,"Metropolis, IL",IL,Midwest,female,NULL,2014-12-28,8,Sunday
Did 4.25 miles before 11am. And my @fitbit is proud of me! It keeps smiling at me :D #NewYearsResolution #DietMightNotSuckThatMuchMaybe,Health & Fitness,Try a new 'fad' workout,"Louisville, KY",KY,South,female,NULL,2014-12-28,8,Sunday
#newyearsresolution Blog more,Recreation & Leisure,Other,tulsa,OK,South,male,NULL,2014-12-28,8,Sunday
As long as I'm taking my kid to pre-school 7 years from now I'm good #pinkprint #2015 #newyearsresolution,Family/Friends/Relationships,Spend more time with family,"NY,USA",NY,Northeast,male,NULL,2014-12-28,8,Sunday
"""Let us strive to know The Lord"" ~Hosea  6:1-6 #NewYearsResolution #lovemychurch @fbccanton #preachestruth #straightfromtheword",Personal Growth,Focus on Religion and Faith,"Atlanta, GA",GA,South,female,NULL,2014-12-28,8,Sunday
Sing a new song so you don't become an old broken record. #timetochange #NewYearsResolution,Personal Growth,Improve my appearance,"Texas, USA",TX,South,female,NULL,2014-12-28,8,Sunday
@FitterAndFaster #NewYearsResolution I resolve to increase my flexibility,Health & Fitness,Quit smoking,"Independence, KY",KY,South,female,NULL,2014-12-28,8,Sunday
RT @Steviegeebee: My new years resolution is to become a hoarder. I'm starting as soon as I clean out my basement #2015 #NewYearsResolution,Humor,Humor about Education/Training Resolutions,North Carolina,NC,South,female,NULL,2014-12-28,8,Sunday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/Jf0geUI32Z,Finance,Save money,"Virginia Beach, VA",VA,South,female,NULL,2014-12-28,8,Sunday
@GlennaOn10 #TWISF #NorthMiamiBeach #FL:  my #NewYearsResolution is to make a #Florida #motto #YouNeedaCar.,Recreation & Leisure,Spend more time on my hobby,"North Miami Beach, Florida",FL,South,male,NULL,2014-12-28,8,Sunday
#NewYearsResolution steer clear of ignorant people.,Personal Growth,Other,"Jersey City, New Jersey",NJ,Northeast,male,NULL,2014-12-28,9,Sunday
#NewYearsResolution is to not do over 7 mph over the speed limit.  _Ù÷â_Ù÷â_Ù÷â‰ÏÜ,Humor,Humor about Health and Fitness Resolutions,"Jersey City, New Jersey",NJ,Northeast,male,NULL,2014-12-28,9,Sunday
RT @CblocHD: #NewYearsResolution Spend time with my family! ‰_•ü_Ù÷Ä,Family/Friends/Relationships,Make new friends,"Kekaha, HI",HI,West,female,NULL,2014-12-28,9,Sunday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/fqbsWarXou,Finance,Save money,C A L I F O R N I A ‰÷Û•ü,CA,West,male,NULL,2014-12-28,9,Sunday
RT @JayMaxfield: #NewYearsResolution to be a little bit less of a jerk!,Personal Growth,Respect Others,texas,TX,South,female,NULL,2014-12-28,9,Sunday
"Considering any #NewYearsResolution? Prerequisite for mine, get a job again.",Career,Get a new job,"Lafayette, Indiana, USA",IN,Midwest,male,NULL,2014-12-28,9,Sunday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/Q43jvPSdPy,Finance,Save money,"York, ME",ME,Northeast,female,NULL,2014-12-28,9,Sunday
My #NewYearsResolution is 1080p.,Personal Growth,Other,Massachusetts,MA,Northeast,male,NULL,2014-12-28,9,Sunday
#NewYearsResolution for 2015....  To be like this guy!!!  Please RT!  http://t.co/olCZhsdGAV http://t.co/Bt5yjCsFaW,Recreation & Leisure,Take a cross country trip,Texas,TX,South,male,NULL,2014-12-28,9,Sunday
"My #NewYearsResolution is to keep up with my good grades, create amazing new memories with all my friends,and continue to be happy.",Personal Growth,Be more positive,"Penfield, NY",NY,Northeast,female,NULL,2014-12-28,9,Sunday
My New Years revaluation is to keep looking forward &amp; keep my head up . #NewYearsResolution,Personal Growth,Be more positive,"Baltimore,MD",MD,South,female,NULL,2014-12-28,9,Sunday
Brolates...Pilates for men. #NewYearsResolution,Health & Fitness,Other,"Chicago, Illinois",IL,Midwest,male,NULL,2014-12-28,9,Sunday
My #NewYearsResolution is to be #JanuaryJones.#thatisall,Humor,Humor about not Resolutions in general,San Luis Obispo,CA,West,female,NULL,2014-12-28,10,Sunday
#NewYearsResolution Everyone matters! #kindness #PayItForward 2015 http://t.co/wHCHE1xjsS,Philanthropic,Spread Peace,Chattanooga,TN,South,female,NULL,2014-12-28,10,Sunday
Time for A #checkup.. #NewYearsResolution,Health & Fitness,Drink Less Caffine,"New Orleans, LA",LA,South,female,NULL,2014-12-28,10,Sunday
I've decided to change it up a bit today and am embracing anarchy. Husband confused. Kids hungry. #NewYearsResolution #newbeginning #funny,Humor,Humor about Health and Fitness Resolutions,Boston,MA,Northeast,female,NULL,2014-12-28,10,Sunday
"RT @gma_dunlap: #NewYearsResolution to spread two facts for every lie the GOP spreads, wait I'm going to need some help!",Humor,Humor about Personal Growth and Interests Resolutions,Fairhaven Ma,MA,Northeast,female,NULL,2014-12-28,10,Sunday
@Dayatmovies Emerge is what I keep thinking for 2015 but it will definitely involve some purging. #NewYearsResolution #wordoftheyear,Time Management/Organization,Re-organize,Texas,TX,South,female,NULL,2014-12-28,10,Sunday
Hoping the gym doesn get busy with #NewYearsResolution people  _Ù÷Ô yall will go as fast as ya came. #outOfMyWay,Humor,Humor about Health and Fitness Resolutions,"Cincy OH ",OH,Midwest,female,NULL,2014-12-28,10,Sunday
Missed church this morning :( have to go every week. #NewYearsResolution,Personal Growth,Focus on Religion and Faith,"Fort Worth, Texas",TX,South,male,NULL,2014-12-28,10,Sunday
I'm trying to figure out a #NewYearsResolution but idk what it could be.. I've already worked pretty hard this yr to change for the better._Ù÷,Humor,Humor about Personal Growth and Interests Resolutions,W e S t  V i R g i N i A‰_•ü,VA,South,female,NULL,2014-12-28,10,Sunday
Resolution No. 1: Tweet more often. Good start so far. #NewYearsResolution,Personal Growth,Use more social media,"Taos, NM",NM,West,female,NULL,2014-12-28,10,Sunday
"My goal for 2015: stop buying Starbucks coffee, and get even closer to God, and not fall in Love!!!!! #NewYearsResolution",Personal Growth,Get my life together,"New Jersey ",NJ,Northeast,female,NULL,2014-12-28,10,Sunday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/pEwdFCSO3m,Finance,Save money,East Brunswick,NJ,Northeast,male,NULL,2014-12-28,10,Sunday
"Anyone else #Excited for 2015!!! I sure am!! A year of #newbeginnings, #newpromises, a #FreshStart and so much more! #NewYearsResolution",Personal Growth,Watch less TV,Flagstaff,AZ,West,female,NULL,2014-12-28,10,Sunday
I want to reinvent myself #NewYearsResolution,Personal Growth,Improve my appearance,"Madras, OR",OR,West,female,NULL,2014-12-28,10,Sunday
My 2015 #NewYearsResolution is to accomplish 2014 and 20 3 goals promised in 2012 &amp; planned in 2011 #motivation http://t.co/AlgVs0UZBd,Humor,Humor about not Keeping Resolutions,San Francisco,CA,West,male,NULL,2014-12-28,10,Sunday
"#newyearsresolution #1 live a more #innovativelife. Step 1, discover my Innovation Quotient Edge http://t.co/eV1Hn7UuJt",Personal Growth,Have more patience,everywhere and often in Denver,CO,West,female,NULL,2014-12-28,11,Sunday
